"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Montville School District","901148900","2016-2017","Non-Special Education","Student Enrollment","Number","1878"
"Montville School District","901148900","2016-2017","Special Education","Student Enrollment","Number","332"
"Montville School District","901148900","2017-2018","Non-Special Education","Student Enrollment","Number","1838"
"Montville School District","901148900","2017-2018","Special Education","Student Enrollment","Number","342"
"Naugatuck School District","900949950","2007-2008","Non-Special Education","Student Enrollment","Number","4364"
"Naugatuck School District","900949950","2007-2008","Special Education","Student Enrollment","Number","567"
"Naugatuck School District","900949950","2008-2009","Non-Special Education","Student Enrollment","Number","4263"
"Naugatuck School District","900949950","2008-2009","Special Education","Student Enrollment","Number","569"
"Naugatuck School District","900949950","2009-2010","Non-Special Education","Student Enrollment","Number","4302"
"Naugatuck School District","900949950","2009-2010","Special Education","Student Enrollment","Number","591"
"Naugatuck School District","900949950","2010-2011","Non-Special Education","Student Enrollment","Number","4123"
"Naugatuck School District","900949950","2010-2011","Special Education","Student Enrollment","Number","551"
"Naugatuck School District","900949950","2011-2012","Non-Special Education","Student Enrollment","Number","3964"
"Naugatuck School District","900949950","2011-2012","Special Education","Student Enrollment","Number","571"
"Naugatuck School District","900949950","2012-2013","Non-Special Education","Student Enrollment","Number","3888"
"Naugatuck School District","900949950","2012-2013","Special Education","Student Enrollment","Number","602"
"Naugatuck School District","900949950","2013-2014","Non-Special Education","Student Enrollment","Number","3745"
"Naugatuck School District","900949950","2013-2014","Special Education","Student Enrollment","Number","611"
"Naugatuck School District","900949950","2014-2015","Non-Special Education","Student Enrollment","Number","3654"
"Naugatuck School District","900949950","2014-2015","Special Education","Student Enrollment","Number","662"
"Naugatuck School District","900949950","2015-2016","Non-Special Education","Student Enrollment","Number","3559"
"Naugatuck School District","900949950","2015-2016","Special Education","Student Enrollment","Number","687"
"Naugatuck School District","900949950","2016-2017","Non-Special Education","Student Enrollment","Number","3594"
"Naugatuck School District","900949950","2016-2017","Special Education","Student Enrollment","Number","687"
"Naugatuck School District","900949950","2017-2018","Non-Special Education","Student Enrollment","Number","3560"
"Naugatuck School District","900949950","2017-2018","Special Education","Student Enrollment","Number","684"
"New Beginnings Inc. Family Academy District","","2007-2008","Non-Special Education","Student Enrollment","Number","349"
"New Beginnings Inc. Family Academy District","","2007-2008","Special Education","Student Enrollment","Number","13"
"New Beginnings Inc. Family Academy District","","2008-2009","Non-Special Education","Student Enrollment","Number","340"
"New Beginnings Inc. Family Academy District","","2008-2009","Special Education","Student Enrollment","Number","18"
"New Beginnings Inc. Family Academy District","","2009-2010","Non-Special Education","Student Enrollment","Number","341"
"New Beginnings Inc. Family Academy District","","2009-2010","Special Education","Student Enrollment","Number","19"
"New Beginnings Inc. Family Academy District","","2010-2011","Non-Special Education","Student Enrollment","Number","338"
"New Beginnings Inc. Family Academy District","","2010-2011","Special Education","Student Enrollment","Number","22"
"New Beginnings Inc. Family Academy District","","2011-2012","Non-Special Education","Student Enrollment","Number","339"
"New Beginnings Inc. Family Academy District","","2011-2012","Special Education","Student Enrollment","Number","22"
"New Beginnings Inc. Family Academy District","","2012-2013","Non-Special Education","Student Enrollment","Number","370"
"New Beginnings Inc. Family Academy District","","2012-2013","Special Education","Student Enrollment","Number","29"
"New Beginnings Inc. Family Academy District","","2013-2014","Non-Special Education","Student Enrollment","Number","371"
"New Beginnings Inc. Family Academy District","","2013-2014","Special Education","Student Enrollment","Number","31"
"New Beginnings Inc. Family Academy District","","2014-2015","Non-Special Education","Student Enrollment","Number","431"
"New Beginnings Inc. Family Academy District","","2014-2015","Special Education","Student Enrollment","Number","42"
"New Beginnings Inc. Family Academy District","","2015-2016","Non-Special Education","Student Enrollment","Number","458"
"New Beginnings Inc. Family Academy District","","2015-2016","Special Education","Student Enrollment","Number","41"
"New Beginnings Inc. Family Academy District","","2016-2017","Non-Special Education","Student Enrollment","Number","462"
"New Beginnings Inc. Family Academy District","","2016-2017","Special Education","Student Enrollment","Number","37"
"New Beginnings Inc. Family Academy District","","2017-2018","Non-Special Education","Student Enrollment","Number","467"
"New Beginnings Inc. Family Academy District","","2017-2018","Special Education","Student Enrollment","Number","30"
"New Britain School District","900350440","2007-2008","Non-Special Education","Student Enrollment","Number","9137"
"New Britain School District","900350440","2007-2008","Special Education","Student Enrollment","Number","1582"
"New Britain School District","900350440","2008-2009","Non-Special Education","Student Enrollment","Number","8946"
"New Britain School District","900350440","2008-2009","Special Education","Student Enrollment","Number","1550"
"New Britain School District","900350440","2009-2010","Non-Special Education","Student Enrollment","Number","8787"
"New Britain School District","900350440","2009-2010","Special Education","Student Enrollment","Number","1531"
"New Britain School District","900350440","2010-2011","Non-Special Education","Student Enrollment","Number","8691"
"New Britain School District","900350440","2010-2011","Special Education","Student Enrollment","Number","1531"
"New Britain School District","900350440","2011-2012","Non-Special Education","Student Enrollment","Number","8665"
"New Britain School District","900350440","2011-2012","Special Education","Student Enrollment","Number","1603"
"New Britain School District","900350440","2012-2013","Non-Special Education","Student Enrollment","Number","8666"
"New Britain School District","900350440","2012-2013","Special Education","Student Enrollment","Number","1656"
"New Britain School District","900350440","2013-2014","Non-Special Education","Student Enrollment","Number","8488"
"New Britain School District","900350440","2013-2014","Special Education","Student Enrollment","Number","1648"
"New Britain School District","900350440","2014-2015","Non-Special Education","Student Enrollment","Number","8460"
"New Britain School District","900350440","2014-2015","Special Education","Student Enrollment","Number","1641"
"New Britain School District","900350440","2015-2016","Non-Special Education","Student Enrollment","Number","8374"
"New Britain School District","900350440","2015-2016","Special Education","Student Enrollment","Number","1697"
"New Britain School District","900350440","2016-2017","Non-Special Education","Student Enrollment","Number","8265"
"New Britain School District","900350440","2016-2017","Special Education","Student Enrollment","Number","1879"
"New Britain School District","900350440","2017-2018","Non-Special Education","Student Enrollment","Number","8051"
"New Britain School District","900350440","2017-2018","Special Education","Student Enrollment","Number","2013"
"New Canaan School District","900150580","2007-2008","Non-Special Education","Student Enrollment","Number","3628"
"New Canaan School District","900150580","2007-2008","Special Education","Student Enrollment","Number","502"
"New Canaan School District","900150580","2008-2009","Non-Special Education","Student Enrollment","Number","3592"
"New Canaan School District","900150580","2008-2009","Special Education","Student Enrollment","Number","512"
"New Canaan School District","900150580","2009-2010","Non-Special Education","Student Enrollment","Number","3614"
"New Canaan School District","900150580","2009-2010","Special Education","Student Enrollment","Number","477"
"New Canaan School District","900150580","2010-2011","Non-Special Education","Student Enrollment","Number","3713"
"New Canaan School District","900150580","2010-2011","Special Education","Student Enrollment","Number","430"
"New Canaan School District","900150580","2011-2012","Non-Special Education","Student Enrollment","Number","3758"
"New Canaan School District","900150580","2011-2012","Special Education","Student Enrollment","Number","415"
"New Canaan School District","900150580","2012-2013","Non-Special Education","Student Enrollment","Number","3822"
"New Canaan School District","900150580","2012-2013","Special Education","Student Enrollment","Number","401"
"New Canaan School District","900150580","2013-2014","Non-Special Education","Student Enrollment","Number","3813"
"New Canaan School District","900150580","2013-2014","Special Education","Student Enrollment","Number","379"
"New Canaan School District","900150580","2014-2015","Non-Special Education","Student Enrollment","Number","3805"
"New Canaan School District","900150580","2014-2015","Special Education","Student Enrollment","Number","408"
"New Canaan School District","900150580","2015-2016","Non-Special Education","Student Enrollment","Number","3807"
"New Canaan School District","900150580","2015-2016","Special Education","Student Enrollment","Number","420"
"New Canaan School District","900150580","2016-2017","Non-Special Education","Student Enrollment","Number","3797"
"New Canaan School District","900150580","2016-2017","Special Education","Student Enrollment","Number","463"
"New Canaan School District","900150580","2017-2018","Non-Special Education","Student Enrollment","Number","3745"
"New Canaan School District","900150580","2017-2018","Special Education","Student Enrollment","Number","492"
"New Fairfield School District","900150860","2007-2008","Non-Special Education","Student Enrollment","Number","2706"
"New Fairfield School District","900150860","2007-2008","Special Education","Student Enrollment","Number","342"
"New Fairfield School District","900150860","2008-2009","Non-Special Education","Student Enrollment","Number","2708"
"New Fairfield School District","900150860","2008-2009","Special Education","Student Enrollment","Number","348"
"New Fairfield School District","900150860","2009-2010","Non-Special Education","Student Enrollment","Number","2698"
"New Fairfield School District","900150860","2009-2010","Special Education","Student Enrollment","Number","333"
"New Fairfield School District","900150860","2010-2011","Non-Special Education","Student Enrollment","Number","2586"
"New Fairfield School District","900150860","2010-2011","Special Education","Student Enrollment","Number","334"
"New Fairfield School District","900150860","2011-2012","Non-Special Education","Student Enrollment","Number","2572"
"New Fairfield School District","900150860","2011-2012","Special Education","Student Enrollment","Number","306"
"New Fairfield School District","900150860","2012-2013","Non-Special Education","Student Enrollment","Number","2512"
"New Fairfield School District","900150860","2012-2013","Special Education","Student Enrollment","Number","293"
"New Fairfield School District","900150860","2013-2014","Non-Special Education","Student Enrollment","Number","2448"
"New Fairfield School District","900150860","2013-2014","Special Education","Student Enrollment","Number","282"
"New Fairfield School District","900150860","2014-2015","Non-Special Education","Student Enrollment","Number","2396"
"New Fairfield School District","900150860","2014-2015","Special Education","Student Enrollment","Number","266"
"New Fairfield School District","900150860","2015-2016","Non-Special Education","Student Enrollment","Number","2253"
"New Fairfield School District","900150860","2015-2016","Special Education","Student Enrollment","Number","244"
"New Fairfield School District","900150860","2016-2017","Non-Special Education","Student Enrollment","Number","2155"
"New Fairfield School District","900150860","2016-2017","Special Education","Student Enrollment","Number","239"
"New Fairfield School District","900150860","2017-2018","Non-Special Education","Student Enrollment","Number","2046"
"New Fairfield School District","900150860","2017-2018","Special Education","Student Enrollment","Number","262"
"New Hartford School District","","2007-2008","Non-Special Education","Student Enrollment","Number","552"
"New Hartford School District","","2007-2008","Special Education","Student Enrollment","Number","66"
"New Hartford School District","","2008-2009","Non-Special Education","Student Enrollment","Number","554"
"New Hartford School District","","2008-2009","Special Education","Student Enrollment","Number","66"
"New Hartford School District","","2009-2010","Non-Special Education","Student Enrollment","Number","563"
"New Hartford School District","","2009-2010","Special Education","Student Enrollment","Number","69"
"New Hartford School District","","2010-2011","Non-Special Education","Student Enrollment","Number","538"
"New Hartford School District","","2010-2011","Special Education","Student Enrollment","Number","72"
"New Hartford School District","","2011-2012","Non-Special Education","Student Enrollment","Number","517"
"New Hartford School District","","2011-2012","Special Education","Student Enrollment","Number","66"
"New Hartford School District","","2012-2013","Non-Special Education","Student Enrollment","Number","508"
"New Hartford School District","","2012-2013","Special Education","Student Enrollment","Number","59"
"New Hartford School District","","2013-2014","Non-Special Education","Student Enrollment","Number","485"
"New Hartford School District","","2013-2014","Special Education","Student Enrollment","Number","60"
"New Hartford School District","","2014-2015","Non-Special Education","Student Enrollment","Number","447"
"New Hartford School District","","2014-2015","Special Education","Student Enrollment","Number","59"
"New Hartford School District","","2015-2016","Non-Special Education","Student Enrollment","Number","410"
"New Hartford School District","","2015-2016","Special Education","Student Enrollment","Number","60"
"New Hartford School District","","2016-2017","Non-Special Education","Student Enrollment","Number","387"
"New Hartford School District","","2016-2017","Special Education","Student Enrollment","Number","57"
"New Hartford School District","","2017-2018","Non-Special Education","Student Enrollment","Number","397"
"New Hartford School District","","2017-2018","Special Education","Student Enrollment","Number","59"
"New Haven School District","900952070","2007-2008","Non-Special Education","Student Enrollment","Number","18057"
"New Haven School District","900952070","2007-2008","Special Education","Student Enrollment","Number","1924"
"New Haven School District","900952070","2008-2009","Non-Special Education","Student Enrollment","Number","17834"
"New Haven School District","900952070","2008-2009","Special Education","Student Enrollment","Number","2014"
"New Haven School District","900952070","2009-2010","Non-Special Education","Student Enrollment","Number","17849"
"New Haven School District","900952070","2009-2010","Special Education","Student Enrollment","Number","2098"
"New Haven School District","900952070","2010-2011","Non-Special Education","Student Enrollment","Number","17935"
"New Haven School District","900952070","2010-2011","Special Education","Student Enrollment","Number","2259"
"New Haven School District","900952070","2011-2012","Non-Special Education","Student Enrollment","Number","18367"
"New Haven School District","900952070","2011-2012","Special Education","Student Enrollment","Number","2281"
"New Haven School District","900952070","2012-2013","Non-Special Education","Student Enrollment","Number","18775"
"New Haven School District","900952070","2012-2013","Special Education","Student Enrollment","Number","2471"
"New Haven School District","900952070","2013-2014","Non-Special Education","Student Enrollment","Number","18925"
"New Haven School District","900952070","2013-2014","Special Education","Student Enrollment","Number","2495"
"New Haven School District","900952070","2014-2015","Non-Special Education","Student Enrollment","Number","19003"
"New Haven School District","900952070","2014-2015","Special Education","Student Enrollment","Number","2708"
"New Haven School District","900952070","2015-2016","Non-Special Education","Student Enrollment","Number","18908"
"New Haven School District","900952070","2015-2016","Special Education","Student Enrollment","Number","2817"
"New Haven School District","900952070","2016-2017","Non-Special Education","Student Enrollment","Number","19008"
"New Haven School District","900952070","2016-2017","Special Education","Student Enrollment","Number","2973"
"New Haven School District","900952070","2017-2018","Non-Special Education","Student Enrollment","Number","18448"
"New Haven School District","900952070","2017-2018","Special Education","Student Enrollment","Number","3070"
"Newington School District","900352140","2007-2008","Non-Special Education","Student Enrollment","Number","4086"
"Newington School District","900352140","2007-2008","Special Education","Student Enrollment","Number","480"
"Newington School District","900352140","2008-2009","Non-Special Education","Student Enrollment","Number","4024"
"Newington School District","900352140","2008-2009","Special Education","Student Enrollment","Number","509"
"Newington School District","900352140","2009-2010","Non-Special Education","Student Enrollment","Number","3954"
"Newington School District","900352140","2009-2010","Special Education","Student Enrollment","Number","538"
"Newington School District","900352140","2010-2011","Non-Special Education","Student Enrollment","Number","3913"
"Newington School District","900352140","2010-2011","Special Education","Student Enrollment","Number","534"
"Newington School District","900352140","2011-2012","Non-Special Education","Student Enrollment","Number","3836"
"Newington School District","900352140","2011-2012","Special Education","Student Enrollment","Number","542"
"Newington School District","900352140","2012-2013","Non-Special Education","Student Enrollment","Number","3799"
"Newington School District","900352140","2012-2013","Special Education","Student Enrollment","Number","544"
"Newington School District","900352140","2013-2014","Non-Special Education","Student Enrollment","Number","3690"
"Newington School District","900352140","2013-2014","Special Education","Student Enrollment","Number","554"
"Newington School District","900352140","2014-2015","Non-Special Education","Student Enrollment","Number","3592"
"Newington School District","900352140","2014-2015","Special Education","Student Enrollment","Number","535"
"Newington School District","900352140","2015-2016","Non-Special Education","Student Enrollment","Number","3532"
"Newington School District","900352140","2015-2016","Special Education","Student Enrollment","Number","528"
"Newington School District","900352140","2016-2017","Non-Special Education","Student Enrollment","Number","3539"
"Newington School District","900352140","2016-2017","Special Education","Student Enrollment","Number","530"
"Newington School District","900352140","2017-2018","Non-Special Education","Student Enrollment","Number","3528"
"Newington School District","900352140","2017-2018","Special Education","Student Enrollment","Number","550"
"New London School District","901152350","2007-2008","Non-Special Education","Student Enrollment","Number","2531"
"New London School District","901152350","2007-2008","Special Education","Student Enrollment","Number","402"
"New London School District","901152350","2008-2009","Non-Special Education","Student Enrollment","Number","2657"
"New London School District","901152350","2008-2009","Special Education","Student Enrollment","Number","448"
"New London School District","901152350","2009-2010","Non-Special Education","Student Enrollment","Number","2589"
"New London School District","901152350","2009-2010","Special Education","Student Enrollment","Number","431"
"New London School District","901152350","2010-2011","Non-Special Education","Student Enrollment","Number","2591"
"New London School District","901152350","2010-2011","Special Education","Student Enrollment","Number","515"
"New London School District","901152350","2011-2012","Non-Special Education","Student Enrollment","Number","2490"
"New London School District","901152350","2011-2012","Special Education","Student Enrollment","Number","508"
"New London School District","901152350","2012-2013","Non-Special Education","Student Enrollment","Number","2546"
"New London School District","901152350","2012-2013","Special Education","Student Enrollment","Number","561"
"New London School District","901152350","2013-2014","Non-Special Education","Student Enrollment","Number","2544"
"New London School District","901152350","2013-2014","Special Education","Student Enrollment","Number","571"
"New London School District","901152350","2014-2015","Non-Special Education","Student Enrollment","Number","2647"
"New London School District","901152350","2014-2015","Special Education","Student Enrollment","Number","606"
"New London School District","901152350","2015-2016","Non-Special Education","Student Enrollment","Number","2783"
"New London School District","901152350","2015-2016","Special Education","Student Enrollment","Number","598"
"New London School District","901152350","2016-2017","Non-Special Education","Student Enrollment","Number","2953"
"New London School District","901152350","2016-2017","Special Education","Student Enrollment","Number","606"
"New London School District","901152350","2017-2018","Non-Special Education","Student Enrollment","Number","3070"
"New London School District","901152350","2017-2018","Special Education","Student Enrollment","Number","630"
"New Milford School District","900552630","2007-2008","Non-Special Education","Student Enrollment","Number","4366"
"New Milford School District","900552630","2007-2008","Special Education","Student Enrollment","Number","668"
"New Milford School District","900552630","2008-2009","Non-Special Education","Student Enrollment","Number","4222"
"New Milford School District","900552630","2008-2009","Special Education","Student Enrollment","Number","700"
"New Milford School District","900552630","2009-2010","Non-Special Education","Student Enrollment","Number","4202"
"New Milford School District","900552630","2009-2010","Special Education","Student Enrollment","Number","681"
"New Milford School District","900552630","2010-2011","Non-Special Education","Student Enrollment","Number","4116"
"New Milford School District","900552630","2010-2011","Special Education","Student Enrollment","Number","657"
"New Milford School District","900552630","2011-2012","Non-Special Education","Student Enrollment","Number","4063"
"New Milford School District","900552630","2011-2012","Special Education","Student Enrollment","Number","625"
"New Milford School District","900552630","2012-2013","Non-Special Education","Student Enrollment","Number","4010"
"New Milford School District","900552630","2012-2013","Special Education","Student Enrollment","Number","610"
"New Milford School District","900552630","2013-2014","Non-Special Education","Student Enrollment","Number","3903"
"New Milford School District","900552630","2013-2014","Special Education","Student Enrollment","Number","601"
"New Milford School District","900552630","2014-2015","Non-Special Education","Student Enrollment","Number","3781"
"New Milford School District","900552630","2014-2015","Special Education","Student Enrollment","Number","581"
"New Milford School District","900552630","2015-2016","Non-Special Education","Student Enrollment","Number","3675"
"New Milford School District","900552630","2015-2016","Special Education","Student Enrollment","Number","570"
"New Milford School District","900552630","2016-2017","Non-Special Education","Student Enrollment","Number","3636"
"New Milford School District","900552630","2016-2017","Special Education","Student Enrollment","Number","581"
"New Milford School District","900552630","2017-2018","Non-Special Education","Student Enrollment","Number","3544"
"New Milford School District","900552630","2017-2018","Special Education","Student Enrollment","Number","589"
"Newtown School District","900152980","2007-2008","Non-Special Education","Student Enrollment","Number","5155"
"Newtown School District","900152980","2007-2008","Special Education","Student Enrollment","Number","508"
"Newtown School District","900152980","2008-2009","Non-Special Education","Student Enrollment","Number","5112"
"Newtown School District","900152980","2008-2009","Special Education","Student Enrollment","Number","500"
"Newtown School District","900152980","2009-2010","Non-Special Education","Student Enrollment","Number","5026"
"Newtown School District","900152980","2009-2010","Special Education","Student Enrollment","Number","484"
"Newtown School District","900152980","2010-2011","Non-Special Education","Student Enrollment","Number","4993"
"Newtown School District","900152980","2010-2011","Special Education","Student Enrollment","Number","471"
"Newtown School District","900152980","2011-2012","Non-Special Education","Student Enrollment","Number","4881"
"Newtown School District","900152980","2011-2012","Special Education","Student Enrollment","Number","435"
"Newtown School District","900152980","2012-2013","Non-Special Education","Student Enrollment","Number","4743"
"Newtown School District","900152980","2012-2013","Special Education","Student Enrollment","Number","416"
"Newtown School District","900152980","2013-2014","Non-Special Education","Student Enrollment","Number","4480"
"Newtown School District","900152980","2013-2014","Special Education","Student Enrollment","Number","440"
"Newtown School District","900152980","2014-2015","Non-Special Education","Student Enrollment","Number","4302"
"Newtown School District","900152980","2014-2015","Special Education","Student Enrollment","Number","465"
"Newtown School District","900152980","2015-2016","Non-Special Education","Student Enrollment","Number","4096"
"Newtown School District","900152980","2015-2016","Special Education","Student Enrollment","Number","492"
"Newtown School District","900152980","2016-2017","Non-Special Education","Student Enrollment","Number","3952"
"Newtown School District","900152980","2016-2017","Special Education","Student Enrollment","Number","518"
"Newtown School District","900152980","2017-2018","Non-Special Education","Student Enrollment","Number","3850"
"Newtown School District","900152980","2017-2018","Special Education","Student Enrollment","Number","557"
"Norfolk School District","","2007-2008","Non-Special Education","Student Enrollment","Number","146"
"Norfolk School District","","2007-2008","Special Education","Student Enrollment","Number","22"
"Norfolk School District","","2008-2009","Non-Special Education","Student Enrollment","Number","138"
"Norfolk School District","","2008-2009","Special Education","Student Enrollment","Number","19"
"Norfolk School District","","2009-2010","Non-Special Education","Student Enrollment","Number","122"
"Norfolk School District","","2009-2010","Special Education","Student Enrollment","Number","22"
"Norfolk School District","","2010-2011","Non-Special Education","Student Enrollment","Number","117"
"Norfolk School District","","2010-2011","Special Education","Student Enrollment","Number","24"
"Norfolk School District","","2011-2012","Non-Special Education","Student Enrollment","Number","101"
"Norfolk School District","","2011-2012","Special Education","Student Enrollment","Number","23"
"Norfolk School District","","2012-2013","Non-Special Education","Student Enrollment","Number","99"
"Norfolk School District","","2012-2013","Special Education","Student Enrollment","Number","22"
"Norfolk School District","","2013-2014","Non-Special Education","Student Enrollment","Number","95"
"Norfolk School District","","2013-2014","Special Education","Student Enrollment","Number","22"
"Norfolk School District","","2014-2015","Non-Special Education","Student Enrollment","Number","96"
"Norfolk School District","","2014-2015","Special Education","Student Enrollment","Number","20"
"Norfolk School District","","2015-2016","Non-Special Education","Student Enrollment","Number","98"
"Norfolk School District","","2015-2016","Special Education","Student Enrollment","Number","18"
"Norfolk School District","","2016-2017","Non-Special Education","Student Enrollment","Number","84"
"Norfolk School District","","2016-2017","Special Education","Student Enrollment","Number","18"
"Norfolk School District","","2017-2018","Non-Special Education","Student Enrollment","Number","72"
"Norfolk School District","","2017-2018","Special Education","Student Enrollment","Number","23"
"North Branford School District","900953890","2007-2008","Non-Special Education","Student Enrollment","Number","2141"
"North Branford School District","900953890","2007-2008","Special Education","Student Enrollment","Number","293"
"North Branford School District","900953890","2008-2009","Non-Special Education","Student Enrollment","Number","2112"
"North Branford School District","900953890","2008-2009","Special Education","Student Enrollment","Number","289"
"North Branford School District","900953890","2009-2010","Non-Special Education","Student Enrollment","Number","2060"
"North Branford School District","900953890","2009-2010","Special Education","Student Enrollment","Number","282"
"North Branford School District","900953890","2010-2011","Non-Special Education","Student Enrollment","Number","1994"
"North Branford School District","900953890","2010-2011","Special Education","Student Enrollment","Number","299"
"North Branford School District","900953890","2011-2012","Non-Special Education","Student Enrollment","Number","1918"
"North Branford School District","900953890","2011-2012","Special Education","Student Enrollment","Number","269"
"North Branford School District","900953890","2012-2013","Non-Special Education","Student Enrollment","Number","1801"
"North Branford School District","900953890","2012-2013","Special Education","Student Enrollment","Number","293"
"North Branford School District","900953890","2013-2014","Non-Special Education","Student Enrollment","Number","1727"
"North Branford School District","900953890","2013-2014","Special Education","Student Enrollment","Number","291"
"North Branford School District","900953890","2014-2015","Non-Special Education","Student Enrollment","Number","1677"
"North Branford School District","900953890","2014-2015","Special Education","Student Enrollment","Number","292"
"North Branford School District","900953890","2015-2016","Non-Special Education","Student Enrollment","Number","1613"
"North Branford School District","900953890","2015-2016","Special Education","Student Enrollment","Number","276"
"North Branford School District","900953890","2016-2017","Non-Special Education","Student Enrollment","Number","1587"
"North Branford School District","900953890","2016-2017","Special Education","Student Enrollment","Number","255"
"North Branford School District","900953890","2017-2018","Non-Special Education","Student Enrollment","Number","1537"
"North Branford School District","900953890","2017-2018","Special Education","Student Enrollment","Number","247"
"North Canaan School District","","2007-2008","Non-Special Education","Student Enrollment","Number","316"
"North Canaan School District","","2007-2008","Special Education","Student Enrollment","Number","43"
"North Canaan School District","","2008-2009","Non-Special Education","Student Enrollment","Number","304"
"North Canaan School District","","2008-2009","Special Education","Student Enrollment","Number","34"
"North Canaan School District","","2009-2010","Non-Special Education","Student Enrollment","Number","283"
"North Canaan School District","","2009-2010","Special Education","Student Enrollment","Number","45"
"North Canaan School District","","2010-2011","Non-Special Education","Student Enrollment","Number","276"
"North Canaan School District","","2010-2011","Special Education","Student Enrollment","Number","42"
"North Canaan School District","","2011-2012","Non-Special Education","Student Enrollment","Number","268"
"North Canaan School District","","2011-2012","Special Education","Student Enrollment","Number","40"
"North Canaan School District","","2012-2013","Non-Special Education","Student Enrollment","Number","273"
"North Canaan School District","","2012-2013","Special Education","Student Enrollment","Number","42"
"North Canaan School District","","2013-2014","Non-Special Education","Student Enrollment","Number","251"
"North Canaan School District","","2013-2014","Special Education","Student Enrollment","Number","44"
"North Canaan School District","","2014-2015","Non-Special Education","Student Enrollment","Number","238"
"North Canaan School District","","2014-2015","Special Education","Student Enrollment","Number","42"
"North Canaan School District","","2015-2016","Non-Special Education","Student Enrollment","Number","222"
"North Canaan School District","","2015-2016","Special Education","Student Enrollment","Number","38"
"North Canaan School District","","2016-2017","Non-Special Education","Student Enrollment","Number","238"
"North Canaan School District","","2016-2017","Special Education","Student Enrollment","Number","40"
"North Canaan School District","","2017-2018","Non-Special Education","Student Enrollment","Number","244"
"North Canaan School District","","2017-2018","Special Education","Student Enrollment","Number","37"
"North Haven School District","900954870","2007-2008","Non-Special Education","Student Enrollment","Number","3412"
"North Haven School District","900954870","2007-2008","Special Education","Student Enrollment","Number","485"
"North Haven School District","900954870","2008-2009","Non-Special Education","Student Enrollment","Number","3376"
"North Haven School District","900954870","2008-2009","Special Education","Student Enrollment","Number","460"
"North Haven School District","900954870","2009-2010","Non-Special Education","Student Enrollment","Number","3303"
"North Haven School District","900954870","2009-2010","Special Education","Student Enrollment","Number","409"
"North Haven School District","900954870","2010-2011","Non-Special Education","Student Enrollment","Number","3239"
"North Haven School District","900954870","2010-2011","Special Education","Student Enrollment","Number","385"
"North Haven School District","900954870","2011-2012","Non-Special Education","Student Enrollment","Number","3238"
"North Haven School District","900954870","2011-2012","Special Education","Student Enrollment","Number","342"
"North Haven School District","900954870","2012-2013","Non-Special Education","Student Enrollment","Number","3185"
"North Haven School District","900954870","2012-2013","Special Education","Student Enrollment","Number","352"
"North Haven School District","900954870","2013-2014","Non-Special Education","Student Enrollment","Number","3039"
"North Haven School District","900954870","2013-2014","Special Education","Student Enrollment","Number","363"
"North Haven School District","900954870","2014-2015","Non-Special Education","Student Enrollment","Number","2938"
"North Haven School District","900954870","2014-2015","Special Education","Student Enrollment","Number","374"
"North Haven School District","900954870","2015-2016","Non-Special Education","Student Enrollment","Number","2835"
"North Haven School District","900954870","2015-2016","Special Education","Student Enrollment","Number","353"
"North Haven School District","900954870","2016-2017","Non-Special Education","Student Enrollment","Number","2812"
"North Haven School District","900954870","2016-2017","Special Education","Student Enrollment","Number","350"
"North Haven School District","900954870","2017-2018","Non-Special Education","Student Enrollment","Number","2797"
"North Haven School District","900954870","2017-2018","Special Education","Student Enrollment","Number","362"
"North Stonington School District","901155500","2007-2008","Non-Special Education","Student Enrollment","Number","721"
"North Stonington School District","901155500","2007-2008","Special Education","Student Enrollment","Number","84"
"North Stonington School District","901155500","2008-2009","Non-Special Education","Student Enrollment","Number","713"
"North Stonington School District","901155500","2008-2009","Special Education","Student Enrollment","Number","81"
"North Stonington School District","901155500","2009-2010","Non-Special Education","Student Enrollment","Number","708"
"North Stonington School District","901155500","2009-2010","Special Education","Student Enrollment","Number","84"
"North Stonington School District","901155500","2010-2011","Non-Special Education","Student Enrollment","Number","723"
"North Stonington School District","901155500","2010-2011","Special Education","Student Enrollment","Number","73"
"North Stonington School District","901155500","2011-2012","Non-Special Education","Student Enrollment","Number","703"
"North Stonington School District","901155500","2011-2012","Special Education","Student Enrollment","Number","78"
"North Stonington School District","901155500","2012-2013","Non-Special Education","Student Enrollment","Number","693"
"North Stonington School District","901155500","2012-2013","Special Education","Student Enrollment","Number","71"
"North Stonington School District","901155500","2013-2014","Non-Special Education","Student Enrollment","Number","676"
"North Stonington School District","901155500","2013-2014","Special Education","Student Enrollment","Number","75"
"North Stonington School District","901155500","2014-2015","Non-Special Education","Student Enrollment","Number","668"
"North Stonington School District","901155500","2014-2015","Special Education","Student Enrollment","Number","73"
"North Stonington School District","901155500","2015-2016","Non-Special Education","Student Enrollment","Number","655"
"North Stonington School District","901155500","2015-2016","Special Education","Student Enrollment","Number","73"
"North Stonington School District","901155500","2016-2017","Non-Special Education","Student Enrollment","Number","671"
"North Stonington School District","901155500","2016-2017","Special Education","Student Enrollment","Number","60"
"North Stonington School District","901155500","2017-2018","Non-Special Education","Student Enrollment","Number","682"
"North Stonington School District","901155500","2017-2018","Special Education","Student Enrollment","Number","70"
